Defect_ID,Module_Name,Severity,Priority,Execution_Time,Defect_Fix_Time,Detected_Phase,Automation_Covered,Tester_Experience,Lines_of_Code,Defect_Reopened,Build_Release
D00327,Dashboard,Medium,P2,6.92,5.17,Unit Test,0,4.9,414.0,0,R17
D00328,Search,Low,P2,15.09,5.93,UAT,1,4.7,1271.0,0,R16
D00329,Dashboard,Critical,P3,4.93,8.91,System Test,1,9.8,679.0,0,R08
D00330,Login,Medium,P2,13.05,6.27,Unit Test,1,9.6,818.0,1,R19
D00331,Reports,High,P1,37.3,9.92,System Test,0,8.0,1946.0,1,R10
D00332,Payments,Low,P2,13.62,4.47,System Test,0,1.2,811.0,0,R08
D00333,Search,Critical,P3,22.73,9.48,Unit Test,1,5.4,1312.0,0,R12
D00334,Dashboard,High,P2,36.66,10.42,Unit Test,0,3.3,1955.0,0,R15
D00335,Search,Medium,P3,7.87,4.94,Unit Test,1,9.5,871.0,0,R20
D00336,Search,High,P2,13.81,9.56,Unit Test,0,4.8,1147.0,0,R19
D00337,Search,Low,P1,3.21,5.38,System Test,1,3.7,643.0,0,R20
D00338,Reports,High,P3,1.93,4.45,System Test,1,2.8,420.0,1,R19
D00339,Dashboard,Medium,P2,26.61,7.32,Unit Test,0,9.1,1385.0,1,R15
D00340,Dashboard,Low,P3,3.04,,Unit Test,1,2.3,456.0,0,R20
D00341,Notifications,Low,P3,2.88,4.39,UAT,1,6.7,887.0,1,R12
D00342,Dashboard,Medium,P3,16.56,4.61,Unit Test,0,5.0,1119.0,0,R09
D00343,Dashboard,Medium,P1,17.41,6.62,UAT,1,7.2,1478.0,0,R02
D00344,Reports,Medium,P2,15.37,5.17,System Test,1,5.5,843.0,0,R09
D00345,Notifications,Low,P1,21.37,5.39,Unit Test,1,3.1,864.0,0,R04
D00346,Notifications,Medium,P3,21.33,10.18,System Test,1,9.4,1987.0,0,R08
D00347,Payments,Critical,P2,20.79,6.81,Unit Test,1,5.7,728.0,0,R06
D00348,Dashboard,Medium,P1,16.54,4.63,System Test,0,6.0,829.0,1,R16
D00349,Reports,Low,P3,24.11,8.12,Unit Test,1,7.8,1849.0,0,R15
D00350,Notifications,Low,P3,1.58,4.19,System Test,1,1.4,602.0,0,R12
D00351,Login,Medium,P3,3.82,7.14,System Test,0,9.5,892.0,0,R01
D00352,Payments,Low,P1,14.85,4.76,Unit Test,1,5.0,1028.0,0,R08
D00353,Notifications,Medium,P2,16.91,5.46,Unit Test,1,3.2,1039.0,1,R12
D00354,Reports,High,P2,28.44,9.83,System Test,0,6.8,1997.0,0,R09
D00355,Reports,Medium,P1,29.31,7.34,Unit Test,1,2.1,1143.0,0,R14
D00356,Search,Medium,P2,30.11,6.87,UAT,0,8.8,1785.0,0,R15
D00357,Notifications,High,P3,13.88,4.02,System Test,0,5.1,438.0,0,R14
D00358,Notifications,Critical,P3,16.63,8.45,System Test,0,8.1,841.0,1,R13
D00359,Notifications,High,P3,28.88,6.98,UAT,0,3.7,1360.0,0,R14
D00360,Inventory,Low,P3,1.0,2.5,System Test,1,9.9,286.0,0,R14
D00361,Login,Medium,P1,8.32,7.46,Unit Test,0,5.4,989.0,0,R04
D00362,Inventory,Medium,P1,4.95,5.89,System Test,0,6.5,637.0,1,R16
D00363,Inventory,Medium,P1,8.46,4.33,System Test,0,7.8,395.0,0,R17
D00364,Payments,Low,P2,21.69,6.59,UAT,1,9.9,1764.0,1,R19
D00365,Notifications,Critical,P3,31.18,8.92,System Test,1,6.6,1459.0,0,R05
D00366,Login,High,P1,26.63,8.8,UAT,1,5.5,1440.0,0,R19
D00367,Payments,High,P1,33.13,9.88,System Test,1,10.0,1697.0,0,R08
D00368,Search,Critical,P1,29.41,9.08,System Test,1,5.3,1403.0,0,R12
D00369,Payments,Medium,P2,22.84,6.11,System Test,0,1.5,1097.0,0,R01
D00370,Login,Low,P1,28.47,6.07,Unit Test,0,8.2,1497.0,0,R20
D00371,Notifications,Low,P3,12.17,2.01,System Test,1,,284.0,1,R04
D00372,Reports,Medium,P3,17.02,7.23,UAT,0,1.2,1124.0,1,R03
D00373,Dashboard,Critical,P2,26.07,10.73,UAT,1,1.2,1208.0,0,R08
D00374,Reports,Critical,P2,33.63,10.6,UAT,0,2.4,1402.0,0,R07
D00375,Dashboard,Medium,P2,15.9,4.77,UAT,1,2.9,792.0,0,R10
D00376,Inventory,High,P2,18.09,6.94,UAT,0,4.7,830.0,0,R17
D00377,Payments,Medium,P1,34.86,7.64,System Test,0,1.9,1607.0,0,R08
D00378,Notifications,Medium,P1,21.73,7.64,System Test,0,5.8,748.0,1,R12
D00379,Dashboard,Low,P2,18.95,5.11,Unit Test,0,3.3,1716.0,0,R02
D00380,Login,Low,P1,13.71,4.35,System Test,1,8.7,1160.0,0,R11
D00381,Login,High,P2,25.83,7.13,Unit Test,0,9.0,1423.0,1,R12
D00382,Login,Medium,P1,22.38,7.41,UAT,1,5.1,1008.0,0,R04
D00383,Search,Medium,P2,15.58,4.62,System Test,1,1.6,539.0,1,R11
D00384,Reports,High,P3,25.53,9.11,Unit Test,1,5.4,1564.0,0,R07
D00385,Reports,High,P2,,6.43,System Test,1,4.1,485.0,0,R03
D00386,Inventory,Medium,P2,37.71,7.51,System Test,1,,1554.0,0,R19
D00387,Login,Low,P1,26.48,6.15,System Test,0,1.8,1452.0,0,R05
D00388,Login,Critical,P3,5.23,5.93,Unit Test,0,1.4,134.0,0,R09
D00389,Payments,Medium,P3,17.56,6.19,System Test,1,9.1,1227.0,0,R20
D00390,Search,Medium,P2,4.38,,System Test,1,7.6,488.0,0,R17
D00391,Inventory,Medium,P3,11.39,5.43,Unit Test,1,8.9,993.0,1,R04
D00392,Inventory,Low,P1,21.0,5.69,Unit Test,0,9.9,1455.0,0,R03
D00393,Inventory,High,P3,21.75,8.26,UAT,0,7.7,936.0,0,R14
D00394,Reports,Low,P1,16.15,5.74,Unit Test,0,4.8,1468.0,0,R16
D00395,Payments,Medium,P1,21.63,6.81,UAT,1,5.3,1756.0,0,R12
D00396,Inventory,Medium,P2,10.42,2.46,System Test,0,1.8,328.0,0,R15
D00397,Login,High,P1,36.8,10.55,System Test,0,5.6,1806.0,1,R02
D00398,Search,Medium,P2,18.89,7.4,UAT,0,2.8,1138.0,1,R08
D00399,Inventory,High,P3,36.27,11.61,Unit Test,0,4.2,1863.0,0,R02
D00400,Payments,Critical,P3,27.34,10.55,UAT,0,2.9,1401.0,0,R06
D00401,Login,Low,P1,15.22,4.84,UAT,1,2.0,1148.0,0,R15
D00402,Reports,Medium,P3,1.0,3.92,System Test,1,9.8,263.0,0,R03
D00403,Inventory,Low,P3,4.7,2.14,UAT,1,3.2,708.0,0,R08
D00404,Reports,Low,P2,1.71,1.32,System Test,0,9.7,278.0,0,R07
D00405,Inventory,Low,P2,30.5,6.65,UAT,1,8.3,1836.0,0,R08
D00406,Dashboard,High,P2,30.65,9.06,System Test,0,2.8,1792.0,0,R02
D00407,Login,High,P2,24.47,7.82,System Test,0,8.2,650.0,0,R07
D00408,Reports,Medium,P2,28.85,8.67,System Test,1,2.2,1979.0,0,R16
D00409,Dashboard,Medium,P2,26.46,7.8,System Test,1,6.8,1394.0,0,R19
D00410,Login,Medium,P3,3.51,6.02,System Test,1,2.5,444.0,1,R08
D00411,Notifications,Critical,P2,35.36,11.12,Unit Test,0,3.1,1153.0,0,R07
D00412,Reports,Medium,P2,1.0,2.49,Unit Test,0,7.4,103.0,0,R05
D00413,Search,Critical,P2,43.27,11.56,Unit Test,0,2.4,1974.0,0,R07
D00414,Notifications,Medium,P2,8.43,5.68,UAT,1,3.5,940.0,0,R08
D00415,Search,Low,P2,21.85,4.97,System Test,1,2.1,1574.0,0,R09
D00416,Inventory,Critical,P1,26.43,11.21,System Test,0,8.6,1441.0,0,R05
D00417,Payments,Medium,P3,21.67,7.86,UAT,1,9.5,1611.0,0,R16
D00418,Notifications,Critical,P3,24.35,9.72,System Test,1,1.6,1170.0,0,R03
D00419,Login,Low,P1,19.93,5.66,System Test,1,3.0,1908.0,0,R09
D00420,Reports,High,P1,32.33,8.87,System Test,0,7.9,1296.0,0,R04
D00421,Login,Low,P3,3.75,3.06,Unit Test,1,5.2,1092.0,0,R02
D00422,Dashboard,Medium,P2,23.8,6.94,System Test,0,8.1,1110.0,1,R17
D00423,Payments,High,P2,9.69,5.31,System Test,0,7.4,399.0,0,R11
D00424,Reports,Medium,P1,20.87,7.93,System Test,1,1.8,1608.0,0,R17
D00425,Search,High,P1,15.5,5.96,System Test,0,5.2,318.0,0,R09
D00426,Payments,Medium,P1,,9.48,Unit Test,0,6.6,1688.0,0,R13
D00427,Notifications,Medium,P3,20.86,5.06,System Test,1,8.1,1322.0,0,R07
D00428,Inventory,Medium,P2,19.88,6.99,Unit Test,0,7.9,1196.0,0,R20
D00429,Dashboard,Critical,P2,12.02,6.0,Unit Test,1,4.1,396.0,0,R04
D00430,Dashboard,Low,P3,4.54,3.33,System Test,1,2.5,552.0,0,R08
D00431,Reports,Medium,P3,21.6,8.48,System Test,1,8.9,1960.0,0,R15
D00432,Reports,Critical,P2,19.69,8.68,System Test,1,6.8,1324.0,0,R01
D00433,Reports,Low,P3,13.54,4.32,System Test,1,2.6,943.0,0,R03
D00434,Search,Critical,P3,25.12,11.49,System Test,0,,954.0,0,R08
D00435,Reports,High,P3,15.12,5.9,Unit Test,1,6.3,928.0,0,R18
D00436,Login,Medium,P1,9.21,5.93,Unit Test,0,2.4,811.0,0,R17
D00437,Login,High,P2,23.37,9.31,System Test,1,4.6,1456.0,1,R02
D00438,Payments,Medium,P2,5.12,5.03,System Test,1,8.8,649.0,0,R01
D00439,Notifications,Medium,P3,9.38,4.24,System Test,1,,270.0,0,R07
D00440,Reports,Medium,P3,25.95,8.04,UAT,1,4.9,1473.0,0,R18
D00441,Notifications,Critical,P3,39.11,11.65,System Test,0,3.4,1893.0,0,R08
D00442,Dashboard,High,P3,22.79,7.56,Unit Test,1,2.8,994.0,0,R11
D00443,Login,Medium,P2,29.92,7.74,Unit Test,1,3.2,1952.0,0,R03
D00444,Dashboard,High,P3,33.3,10.63,System Test,0,5.1,1894.0,0,R04
D00445,Login,High,P2,,6.96,System Test,0,9.8,739.0,0,R14
D00446,Inventory,Medium,P3,28.12,8.9,System Test,1,2.3,1556.0,1,R04
D00447,Reports,Medium,P3,4.91,3.27,System Test,0,2.2,339.0,1,R06
D00448,Dashboard,Medium,P2,18.59,7.24,Unit Test,1,9.7,1174.0,0,R01
D00449,Payments,Critical,P2,10.41,8.31,Unit Test,1,9.5,700.0,0,R18
D00450,Dashboard,Medium,P3,7.54,5.73,UAT,1,6.8,1071.0,0,R17
D00451,Reports,Critical,P2,14.53,7.4,System Test,1,3.8,777.0,0,R13
D00452,Notifications,Medium,P3,17.17,7.34,System Test,1,7.5,1419.0,0,R19
D00453,Payments,Low,P2,29.16,7.39,System Test,1,3.5,1668.0,0,R05
D00454,Notifications,Low,P2,25.89,5.25,System Test,0,3.2,1599.0,1,R20
D00455,Inventory,Medium,P2,33.73,9.31,UAT,0,6.5,1915.0,0,R16
D00456,Notifications,Low,P1,20.9,4.67,UAT,1,8.7,1518.0,1,R16
D00457,Inventory,High,P2,8.68,7.27,System Test,1,9.8,450.0,0,R02
D00458,Payments,Critical,P3,30.72,12.78,System Test,1,2.8,1698.0,1,R07
D00459,Dashboard,Low,P2,11.87,2.05,UAT,0,3.6,530.0,0,R20
D00460,Login,High,P3,26.28,8.8,System Test,1,3.6,1497.0,0,R12
D00461,Search,Critical,P3,22.12,,System Test,1,5.7,755.0,0,R12
D00462,Inventory,Medium,P2,19.69,6.83,UAT,1,,1256.0,0,R11
D00463,Search,Critical,P1,33.42,12.42,Unit Test,1,1.4,1621.0,0,R14
D00464,Search,Low,P2,27.95,8.75,Unit Test,0,5.0,1967.0,0,R11
D00465,Reports,Low,P2,12.86,4.71,Unit Test,1,8.9,1087.0,0,R10
D00466,Dashboard,Critical,P3,15.54,6.43,Unit Test,1,7.3,353.0,0,R07
D00467,Inventory,High,P3,12.37,6.62,UAT,0,4.8,522.0,1,R02
D00468,Inventory,Critical,P2,26.9,8.75,System Test,1,2.4,1473.0,0,R13
D00469,Payments,High,P2,7.43,5.33,Unit Test,1,5.4,316.0,0,R20
D00470,Payments,Low,P2,6.17,4.93,Unit Test,1,9.3,844.0,0,R20
D00471,Notifications,Critical,P3,37.49,12.38,System Test,0,2.9,1886.0,1,R19
D00472,Search,High,P1,34.37,9.27,Unit Test,0,7.6,1533.0,0,R20
D00473,Login,Low,P2,18.02,3.01,UAT,0,3.1,512.0,0,R06
D00474,Dashboard,Medium,P3,22.53,5.23,System Test,0,4.3,865.0,0,R09
D00475,Inventory,Low,P2,1.52,0.85,System Test,0,2.3,121.0,0,R03
D00476,Login,Medium,P3,19.39,7.02,System Test,0,8.9,1503.0,0,R10
D00477,Dashboard,High,P3,21.16,7.56,UAT,1,8.3,1405.0,0,R07
D00478,Reports,Medium,P3,27.91,9.27,Unit Test,1,7.9,1655.0,0,R11
D00479,Notifications,High,P2,14.37,5.44,Unit Test,0,7.4,974.0,1,R08
D00480,Payments,Low,P2,,3.29,Unit Test,1,4.2,666.0,0,R13
D00481,Login,High,P1,33.3,9.41,System Test,0,1.0,1562.0,0,R15
D00482,Payments,Low,P2,25.34,7.39,System Test,0,9.8,1743.0,0,R09
D00483,Payments,Medium,P3,38.5,7.63,System Test,0,2.7,1999.0,0,R19
D00484,Login,Low,P3,20.57,4.2,Unit Test,1,4.0,1473.0,0,R05
D00485,Inventory,Medium,P3,4.74,2.6,System Test,1,9.8,116.0,0,R18
D00486,Payments,High,P2,1.0,4.61,UAT,1,4.5,472.0,0,R17
D00487,Dashboard,High,P3,8.8,4.71,Unit Test,0,8.6,174.0,0,R10
D00488,Search,Medium,P2,7.13,4.9,Unit Test,1,5.4,401.0,0,R11
D00489,Reports,High,P3,1.0,4.93,System Test,0,9.3,293.0,0,R09
D00490,Reports,Critical,P2,26.0,9.19,UAT,1,6.3,1413.0,0,R14
D00491,Notifications,Medium,P3,37.47,8.99,System Test,0,1.5,1923.0,0,R01
D00492,Search,Medium,P1,19.13,5.32,Unit Test,0,2.7,601.0,0,R11
D00493,Dashboard,Critical,P3,48.36,10.15,Unit Test,0,6.4,1588.0,0,R14
D00494,Reports,Critical,P2,33.29,7.36,Unit Test,1,1.0,1425.0,0,R04
D00495,Dashboard,Medium,P1,19.47,6.02,Unit Test,1,6.4,1113.0,0,R05
D00496,Login,Low,P3,12.6,1.88,System Test,0,6.7,638.0,1,R09
D00497,Notifications,Medium,P3,25.51,8.27,UAT,1,8.3,1519.0,0,R04
D00498,Search,Critical,P2,31.27,9.37,Unit Test,0,4.7,1227.0,0,R14
D00499,Inventory,Medium,P1,27.42,9.46,System Test,0,9.2,1997.0,0,R11
D00500,Reports,Medium,P2,18.59,4.97,System Test,0,1.3,911.0,0,R09
D00501,Payments,Low,P3,1.0,1.88,System Test,1,4.5,136.0,0,R17
D00502,Inventory,Medium,P2,17.36,4.93,UAT,0,4.2,629.0,0,R19
D00503,Reports,Medium,P2,1.38,3.62,System Test,1,1.6,124.0,0,R20
D00504,Search,Critical,P2,12.76,8.38,System Test,1,5.2,1096.0,0,R06
D00505,Search,Low,P2,4.08,0.5,Unit Test,0,7.4,261.0,0,R06
D00506,Inventory,Medium,P2,26.33,4.83,UAT,0,3.0,1175.0,1,R09
D00507,Payments,High,P1,7.86,5.4,Unit Test,1,8.4,297.0,0,R13
D00508,Inventory,Medium,P2,10.94,5.0,System Test,1,9.7,813.0,0,R03
D00509,Inventory,Medium,P2,5.72,2.68,System Test,1,6.0,206.0,1,R03
D00510,Dashboard,Low,P2,32.63,6.92,UAT,1,,1510.0,0,R18
D00511,Search,Medium,P3,25.01,7.18,UAT,1,6.1,1258.0,0,R05
D00512,Login,Low,P2,1.0,3.39,Unit Test,1,9.5,750.0,0,R15
D00513,Login,Medium,P2,6.93,3.58,System Test,0,5.0,239.0,0,R04
D00514,Dashboard,Medium,P2,9.4,5.19,Unit Test,0,6.6,626.0,0,R15
D00515,Search,Medium,P2,13.44,5.45,UAT,1,4.5,1130.0,0,R02
D00516,Reports,Medium,P1,3.21,3.08,System Test,1,7.6,376.0,0,R17
D00517,Dashboard,Low,P2,2.05,2.93,Unit Test,0,2.8,552.0,0,R15
D00518,Notifications,High,P3,15.86,5.81,System Test,1,8.9,869.0,1,R09
D00519,Reports,Critical,P2,32.75,10.56,UAT,0,1.7,1358.0,0,R08
D00520,Search,High,P3,19.44,6.11,System Test,0,7.9,935.0,0,R02
D00521,Dashboard,Low,P3,1.0,2.28,UAT,1,9.2,121.0,0,R04
D00522,Dashboard,Low,P3,2.29,4.13,System Test,1,3.2,303.0,1,R17
D00523,Reports,Medium,P2,15.0,5.82,UAT,1,7.8,1134.0,0,R15
D00524,Notifications,Low,P3,21.28,4.78,Unit Test,0,7.9,1599.0,0,R12
D00525,Payments,Medium,P3,22.16,6.09,UAT,0,3.8,1162.0,1,R05
D00526,Search,Low,P1,22.24,6.79,Unit Test,1,6.9,1466.0,0,R01
D00527,Payments,Medium,P1,32.89,7.57,Unit Test,0,5.5,1704.0,0,R18
D00528,Payments,Low,P3,27.39,9.64,UAT,0,2.3,1953.0,0,R06
D00529,Search,Low,P2,19.14,7.07,System Test,1,8.9,1839.0,0,R19
D00530,Reports,Medium,P3,26.21,7.05,System Test,0,8.9,1403.0,1,R20
D00531,Search,Low,P1,18.94,6.83,UAT,1,7.6,1851.0,0,R09
D00532,Inventory,Medium,P1,15.2,5.71,UAT,1,1.8,1211.0,0,R05
D00533,Reports,Low,P3,24.28,3.88,UAT,0,4.7,825.0,0,R16
D00534,Dashboard,High,P2,11.63,6.43,Unit Test,1,5.1,395.0,0,R14
D00535,Search,High,P3,25.22,10.06,System Test,1,2.4,1220.0,1,R07
D00536,Notifications,High,P2,8.97,3.14,System Test,0,2.2,413.0,0,R20
D00537,Payments,Critical,P2,36.96,10.41,System Test,1,3.1,1695.0,1,R12
D00538,Payments,High,P2,32.68,10.49,System Test,0,3.3,1716.0,0,R05
D00539,Login,Medium,P1,1.0,5.41,System Test,1,7.9,539.0,1,R13
D00540,Payments,Medium,P3,12.03,5.83,UAT,1,6.5,469.0,0,R20
D00541,Search,High,P3,12.16,4.95,System Test,0,8.0,668.0,0,R12
D00542,Dashboard,Critical,P2,19.73,7.43,System Test,0,,502.0,0,R08
D00543,Inventory,Critical,P3,27.36,9.17,UAT,0,8.6,1141.0,1,R17
D00544,Reports,Medium,P3,6.1,4.85,System Test,0,8.9,558.0,0,R10
D00545,Notifications,Medium,P2,24.64,8.92,Unit Test,0,1.8,1660.0,0,R12
D00546,Login,Medium,P3,16.43,5.67,System Test,1,9.9,1387.0,0,R09
D00547,Notifications,High,P2,26.05,8.67,Unit Test,0,9.3,1103.0,0,R19
D00548,Inventory,Medium,P2,22.31,4.49,System Test,1,1.7,1031.0,0,R10
D00549,Login,High,P2,33.41,7.38,Unit Test,1,4.8,1574.0,0,R02
D00550,Search,Medium,P3,14.77,,System Test,1,7.6,941.0,1,R02
D00551,Reports,Medium,P2,1.0,2.39,System Test,1,9.9,107.0,0,R10
D00552,Notifications,Critical,P1,12.11,7.99,Unit Test,1,7.3,555.0,0,R17
D00553,Reports,High,P1,19.34,7.67,Unit Test,0,1.5,735.0,0,R18
D00554,Search,Critical,P2,21.55,11.51,System Test,1,7.8,1477.0,0,R12
D00555,Notifications,Low,P2,1.57,4.78,UAT,1,1.5,472.0,1,R13
D00556,Search,High,P3,9.83,6.7,System Test,1,6.3,488.0,0,R19
D00557,Search,High,P2,19.44,6.72,System Test,0,7.1,864.0,0,R10
D00558,Login,High,P3,22.24,7.38,System Test,0,2.9,853.0,1,R13
D00559,Search,Medium,P3,14.56,5.46,Unit Test,1,3.3,978.0,1,R06
D00560,Notifications,Critical,P2,10.57,7.53,System Test,1,,151.0,0,R13
D00561,Dashboard,High,P3,13.25,5.64,System Test,1,6.5,772.0,0,R01
D00562,Notifications,High,P2,9.72,7.61,System Test,1,3.9,897.0,1,R03
D00563,Dashboard,High,P2,,9.99,System Test,0,5.4,1864.0,1,R17
D00564,Reports,Medium,P3,25.48,10.59,System Test,1,6.9,1692.0,0,R18
D00565,Notifications,Medium,P3,21.12,5.78,UAT,1,5.9,736.0,0,R01
D00566,Search,Medium,P3,18.29,6.23,System Test,1,4.3,1471.0,0,R17
D00567,Payments,High,P3,17.78,6.88,Unit Test,1,7.4,761.0,0,R08
D00568,Inventory,Critical,P3,11.97,9.87,Unit Test,1,1.3,687.0,0,R04
D00569,Payments,Medium,P3,14.99,5.41,UAT,1,6.2,757.0,0,R18
D00570,Inventory,Medium,P2,25.43,4.97,Unit Test,1,5.2,1559.0,0,R08
D00571,Payments,High,P2,24.52,7.14,Unit Test,0,5.1,952.0,0,R20
D00572,Dashboard,Medium,P1,8.65,5.78,System Test,1,4.6,269.0,0,R12
D00573,Notifications,Medium,P1,23.15,9.71,Unit Test,0,9.8,1482.0,0,R18
D00574,Login,Medium,P2,11.4,6.93,System Test,1,2.0,985.0,0,R12
D00575,Reports,High,P2,2.21,7.13,Unit Test,0,1.6,504.0,0,R03
D00576,Inventory,High,P1,5.94,7.26,UAT,0,8.4,636.0,0,R01
D00577,Search,Low,P2,20.58,6.03,System Test,1,5.0,1505.0,0,R01
D00578,Inventory,Low,P3,21.25,5.57,System Test,1,5.1,1252.0,0,R07
D00579,Inventory,Medium,P2,20.67,8.56,System Test,1,1.2,1433.0,0,R20
D00580,Reports,Low,P1,22.36,8.75,UAT,0,5.1,1921.0,0,R16
D00581,Reports,High,P2,7.11,4.98,System Test,1,2.0,304.0,0,R05
D00582,Inventory,High,P3,15.19,8.83,System Test,1,7.8,969.0,0,R11
D00583,Dashboard,Critical,P1,34.05,11.54,UAT,1,3.5,1929.0,0,R13
D00584,Reports,Medium,P2,16.77,5.76,Unit Test,0,5.4,843.0,0,R03
D00585,Search,Critical,P2,30.31,9.67,Unit Test,0,5.8,778.0,0,R08
D00586,Search,Critical,P3,,10.36,Unit Test,1,4.4,1277.0,0,R06
D00587,Notifications,Low,P3,5.84,4.32,System Test,1,3.6,406.0,1,R05
D00588,Payments,Critical,P2,29.11,9.67,Unit Test,1,7.4,1158.0,0,R10
D00589,Login,Medium,P3,8.24,4.57,System Test,1,5.0,598.0,1,R04
D00590,Payments,Medium,P3,28.44,9.68,Unit Test,1,4.1,1878.0,1,R18
D00591,Notifications,Low,P3,10.73,4.22,Unit Test,1,6.1,936.0,0,R04
D00592,Search,High,P3,7.22,5.21,System Test,0,8.0,239.0,1,R13
D00593,Payments,Medium,P2,,4.56,System Test,1,5.9,621.0,0,R02
D00594,Payments,Medium,P2,13.17,3.4,System Test,1,6.2,266.0,0,R15
D00595,Dashboard,Medium,P1,27.05,9.13,System Test,1,4.3,1948.0,0,R03
D00596,Inventory,Low,P3,7.28,3.23,UAT,1,7.5,651.0,0,R19
D00597,Payments,Medium,P2,6.12,4.51,System Test,0,4.5,372.0,0,R06
D00598,Dashboard,High,P1,14.23,4.68,System Test,0,8.6,486.0,0,R19
D00599,Notifications,Medium,P3,19.02,5.2,Unit Test,1,,933.0,0,R02
D00600,Reports,Low,P2,3.59,2.0,UAT,1,8.5,546.0,1,R14
D00601,Payments,Low,P3,6.62,3.26,Unit Test,1,4.8,956.0,0,R05
D00602,Dashboard,Low,P3,26.89,5.34,Unit Test,1,3.4,1836.0,0,R17
D00603,Inventory,Low,P2,30.55,5.03,Unit Test,0,2.5,1556.0,0,R02
D00604,Inventory,Medium,P2,14.42,8.37,UAT,0,8.4,1209.0,0,R07
D00605,Search,Medium,P3,3.89,2.73,System Test,1,5.3,417.0,0,R02
D00606,Search,Medium,P2,14.91,5.03,UAT,0,3.7,602.0,1,R13
D00607,Dashboard,Medium,P2,1.0,3.41,Unit Test,1,6.2,168.0,1,R14
D00608,Inventory,High,P1,20.69,5.84,System Test,1,1.4,623.0,0,R03
D00609,Inventory,Medium,P2,10.15,,UAT,1,2.5,1100.0,1,R13
D00610,Login,Medium,P1,11.48,7.98,UAT,1,8.1,1190.0,0,R06
D00611,Notifications,Low,P1,14.1,2.75,System Test,0,7.2,833.0,0,R07
D00612,Dashboard,High,P3,16.94,9.09,System Test,1,6.2,645.0,0,R13
D00613,Inventory,High,P2,18.81,4.72,Unit Test,1,2.0,223.0,0,R08
D00614,Inventory,Medium,P2,19.03,7.46,System Test,0,6.0,1405.0,0,R09
D00615,Login,Medium,P1,15.2,4.65,UAT,0,3.7,728.0,0,R01
D00616,Notifications,Medium,P3,12.47,5.17,Unit Test,0,4.5,762.0,0,R04
D00617,Notifications,Critical,P3,11.37,6.33,Unit Test,1,3.2,276.0,1,R20
D00618,Search,High,P2,,8.84,System Test,1,7.6,1162.0,0,R08
D00619,Dashboard,High,P2,18.6,4.71,Unit Test,1,7.4,727.0,0,R06
D00620,Reports,Low,P1,31.72,6.58,System Test,0,7.1,1888.0,0,R12
D00621,Notifications,High,P3,19.34,7.32,System Test,0,2.8,995.0,0,R02
D00622,Reports,Low,P3,7.8,5.9,System Test,0,5.1,1174.0,0,R17
D00623,Dashboard,Critical,P3,6.93,7.26,System Test,1,9.1,385.0,0,R20
D00624,Login,High,P1,29.41,6.38,Unit Test,1,1.3,1425.0,0,R18
D00625,Search,Critical,P1,9.99,7.75,System Test,1,8.6,631.0,0,R15
D00626,Reports,Medium,P3,2.32,2.43,Unit Test,0,6.5,310.0,1,R14
D00627,Payments,Low,P2,21.6,2.48,UAT,0,5.3,994.0,0,R14
D00628,Inventory,High,P1,7.51,6.84,Unit Test,0,9.6,912.0,0,R06
D00629,Reports,Medium,P2,16.24,5.88,System Test,1,2.8,995.0,0,R02
D00630,Payments,Low,P3,3.12,3.73,Unit Test,0,7.2,852.0,0,R13
D00631,Dashboard,Medium,P1,31.54,9.05,Unit Test,0,4.3,1897.0,0,R15
D00632,Search,Low,P1,,2.86,Unit Test,0,7.2,676.0,1,R11
D00633,Search,High,P2,7.48,4.25,System Test,0,6.3,122.0,0,R05
D00634,Payments,High,P1,18.7,8.99,UAT,1,8.9,1015.0,0,R15
D00635,Notifications,Medium,P2,17.79,5.05,Unit Test,0,6.1,1075.0,0,R19
D00636,Payments,Low,P1,32.79,8.66,UAT,1,2.8,1932.0,0,R01
D00637,Payments,Medium,P2,8.45,3.72,System Test,1,3.7,365.0,0,R07
D00638,Notifications,Medium,P3,13.13,6.19,System Test,1,9.3,612.0,0,R11
D00639,Inventory,High,P1,8.11,6.25,System Test,1,3.7,249.0,0,R07
D00640,Reports,Low,P3,17.04,,System Test,0,4.5,1578.0,0,R16
D00641,Inventory,Medium,P3,1.0,3.98,UAT,0,9.9,100.0,1,R07
D00642,Dashboard,Low,P3,10.8,4.05,System Test,1,4.5,283.0,0,R11
D00643,Payments,Medium,P1,22.17,7.99,System Test,1,6.7,1573.0,0,R18
D00644,Dashboard,High,P2,30.96,9.96,Unit Test,0,7.4,1721.0,0,R18
D00645,Login,Medium,P2,17.54,6.31,System Test,0,6.7,862.0,1,R11
D00646,Reports,High,P2,15.36,4.9,System Test,1,6.9,708.0,0,R10
D00647,Login,Critical,P1,25.89,8.57,Unit Test,1,1.7,1129.0,0,R15
D00648,Payments,Low,P1,33.99,4.89,Unit Test,1,1.7,1754.0,0,R07
D00649,Notifications,Critical,P2,20.71,9.55,System Test,1,,990.0,0,R08
D00650,Search,Low,P1,11.95,3.75,UAT,1,1.8,1138.0,1,R20
D00651,Payments,High,P2,11.87,6.29,UAT,1,6.0,719.0,0,R18
D00652,Login,High,P1,15.24,6.19,System Test,1,3.0,782.0,0,R20
D00653,Payments,Critical,P2,31.65,8.81,System Test,0,1.2,879.0,0,R03
